IoU,CORR,SAM,SPEAR,model
0.3044,0.434525092949223,0.3550733441587468,0.011156051156051158,gpt2-sm
0.3843,0.7956052915277876,0.2078182897721807,0.03338928938928939,gpt2-sm
0.3582,0.6807780850395692,0.2614250935845825,0.011813387813387814,gpt2-sm
0.3714,0.7339414835215787,0.23916341748869416,-0.01567945567945568,gpt2-sm
0.3988,0.6019707889592255,0.29094198886590855,0.03195393195393196,gpt2-sm
0.367,0.8085325208672585,0.20053751570724132,-0.01573662373662374,gpt2-sm
0.4286,0.8102959473414352,0.1990308499249792,-0.020222612222612225,gpt2-sm
0.3164,0.5599547953916773,0.3096637981875871,-0.08658977058977059,gpt2-sm
0.4313,0.7775669767872299,0.2163970079509076,0.0016134616134616136,gpt2-sm
0.2394,0.3743926607718142,0.3757971125544463,0.0253989853989854,gpt2-sm
0.3819,0.7632261567545963,0.22460304330801742,0.06347246747246747,gpt2-sm
0.3541,0.5591995347356643,0.30721152985049105,0.0024371664371664373,gpt2-sm
0.3053,0.553361171049965,0.3110154396835614,0.09437072237072237,gpt2-sm
0.2877,0.3801584211528145,0.37765580558110035,-0.028764784764784765,gpt2-sm
0.4056,0.7760111498103499,0.21902647960039778,0.07280673680673683,gpt2-sm
0.3966,0.7618683390404951,0.22360597211042024,0.035890955890955895,gpt2-sm
0.4598,0.7667836034850288,0.22055943866087876,0.035097731097731094,gpt2-sm
0.4402,0.7784693557135238,0.21549687973528564,0.0074106314106314125,gpt2-sm
0.2829,0.5512409476035074,0.31697138936706654,-0.018860922860922863,gpt2-sm
0.4154,0.7777651031772739,0.2155740652579287,-0.0383948423948424,gpt2-sm
0.358,0.5160618138402551,0.3240151082884695,0.04050955650955651,gpt2-sm
0.3565,0.5758580434068472,0.3022303394835237,0.03818679818679818,gpt2-sm
0.3059,0.3301559341432222,0.3801668295870051,0.1448953568953569,gpt2-sm
0.3501,0.6961185714041248,0.25500372846400265,0.02815699615699616,gpt2-sm
0.4351,0.8545803896144275,0.17391729110021542,-0.07112193512193513,gpt2-sm
0.3853,0.6158646290730252,0.2867651745873013,0.01677584877584878,gpt2-sm
0.4123,0.7900463440245561,0.2120224796565272,0.08599808599808602,gpt2-sm
0.4624,0.7355535826638653,0.23633370028032027,0.011985191985191986,gpt2-sm
0.4309,0.6224762945623129,0.2947968391098243,0.09814266214266215,gpt2-sm
0.3379,0.622205525980935,0.2849266431792879,-0.026954726954726956,gpt2-sm
0.2199,0.428564542163154,0.35761368457274,0.0016538416538416539,gpt2-sm
0.419,0.7251922564553009,0.23965418356778617,0.04038367638367638,gpt2-sm
0.4083,0.8428162654489186,0.1808997205086281,-0.012654336654336655,gpt2-sm
0.3669,0.49866146091868524,0.32837419883722097,-0.030604818604818604,gpt2-sm
0.2783,0.5192557344260483,0.32563176606508554,0.09491717891717892,gpt2-sm
0.3283,0.5216292539313094,0.32292532714647243,0.08778435978435979,gpt2-sm
0.3751,0.7556588588332511,0.22892465454066338,0.010107250107250108,gpt2-sm
0.4381,0.7378957887755354,0.23563784730986606,0.16981791781791783,gpt2-sm
0.2587,0.4078373280876079,0.3677556650706694,-0.06235178635178636,gpt2-sm
0.3831,0.5736461446957737,0.3024295703381495,-0.03828056628056629,gpt2-sm
0.4584,0.7748080522865398,0.21798620180267006,-0.07063739863739864,gpt2-sm
0.4385,0.8475173509559095,0.17840939846345563,0.018060810060810062,gpt2-sm
0.1467,0.22758886509437434,0.4333208747662795,-0.0005455565455565456,gpt2-sm
0.4215,0.6749209439196261,0.26258432573269785,-0.08505574905574906,gpt2-sm
0.3363,0.4786742456506476,0.3283068208009224,-0.14183373383373385,gpt2-sm
0.309,0.7039910441605802,0.25429314689715915,0.055073659073659076,gpt2-sm
0.3799,0.7627369760368523,0.22435415366018926,0.034490002490002496,gpt2-sm
0.4244,0.6424750026168533,0.27331381024998347,0.023652539652539654,gpt2-sm
0.3379,0.607228243798988,0.2913349972324421,0.08592782592782594,gpt2-sm
0.4104,0.8226615171449371,0.19192345281702336,0.03655536055536055,gpt2-sm
0.1661,0.16995525618707838,0.4424367252729589,-0.017203517203517205,gpt2-sm
0.2793,0.5286298338380363,0.32382991855798937,-0.01686145686145686,gpt2-sm
0.3966,0.745790267143441,0.23154233725849876,0.03889223089223089,gpt2-sm
0.3261,0.7056523528738532,0.25553637282852043,0.017901773901773905,gpt2-sm
0.3985,0.6726950213835077,0.27175044461401276,0.09834962634962635,gpt2-sm
0.4093,0.7563954628856611,0.2306460084142528,0.019083739083739087,gpt2-sm
0.3723,0.6966261106840156,0.2516684086390645,-0.0843975963975964,gpt2-sm
0.3264,0.5029622802603818,0.3302755454641476,0.02141990141990142,gpt2-sm
0.2503,0.47371039576454255,0.34324079100346133,0.055581163581163585,gpt2-sm
0.1959,0.2198557537492852,0.4277058102891077,-0.0009934449934449936,gpt2-sm
0.4411,0.7539107937361124,0.22667747556076598,-0.10192058992058993,gpt2-sm
0.2983,0.6427844754414469,0.28103797397183955,0.07551235551235552,gpt2-sm
0.4072,0.7936178828227151,0.2079840434092319,-0.04722109122109123,gpt2-sm
0.3325,0.6643731901723409,0.26841315588889897,0.051191979191979195,gpt2-sm
0.395,0.28377051181786805,0.3759896017712259,-0.09550397950397951,gpt2-sm
0.3121,0.5027476561644502,0.3315862609185933,0.06019354819354819,gpt2-sm
0.4439,0.7760207287739707,0.21652319318146399,0.0938887538887539,gpt2-sm
0.3394,0.6268135850744254,0.28329646683851994,0.07586353586353586,gpt2-sm
0.4353,0.6250946636725107,0.27656823132156677,-0.03433743433743434,gpt2-sm
0.3969,0.6912870034540045,0.25560230765230507,0.05031264231264232,gpt2-sm
0.3121,0.414504831857242,0.36009455301309484,0.0701010461010461,gpt2-sm
0.3817,0.7720737617400079,0.2182428263997073,0.014392778392778393,gpt2-sm
0.2174,0.29803674233582633,0.4041376183411556,-0.05151606351606352,gpt2-sm
0.3187,0.5428317410868365,0.3190016213312653,-0.03428110628110628,gpt2-sm
0.3942,0.7214313984876206,0.24244564877325006,-0.032531732531732534,gpt2-sm
0.2957,0.5786049129287927,0.30420059911742636,-0.0205993885993886,gpt2-sm
0.4061,0.7747381171224083,0.2165019754285942,0.032662796662796666,gpt2-sm
0.2485,0.33399995855786024,0.38207061987248403,-0.04133519333519334,gpt2-sm
0.2993,0.5422834951889381,0.3135200440126855,-0.030801882801882802,gpt2-sm
0.3494,0.5164968822096356,0.3268946275536495,-0.06815103215103216,gpt2-sm
0.3872,0.7430389119783818,0.23243581140155914,0.006340830340830341,gpt2-sm
0.2433,0.38688958597342804,0.3714066769167188,-0.020504828504828505,gpt2-sm
0.412,0.7947060378485006,0.20726796603677125,0.037239973239973245,gpt2-sm
0.4128,0.7161008201529588,0.24857405120915896,0.08148701748701749,gpt2-sm
0.3127,0.4727895510203064,0.342845727072316,0.07866582666582668,gpt2-sm
0.4006,0.8028703657407773,0.20235504017960404,0.007464619464619465,gpt2-sm
0.3863,0.7947450562194458,0.20788598626157107,0.03762075762075762,gpt2-sm
0.3211,0.29401829864207585,0.4039533725130632,-0.06401491601491602,gpt2-sm
0.3528,0.6635043629896964,0.2691201955289199,0.028917856917856918,gpt2-sm
0.2851,0.5199313486548227,0.32742503889182917,-0.044406248406248405,gpt2-sm
0.4093,0.7955105373232138,0.20774694073783964,0.021782901782901785,gpt2-sm
0.4187,0.869787063153595,0.16470220275225841,0.02760679560679561,gpt2-sm
0.34,0.6547832916209315,0.273456748395168,0.02666131466131466,gpt2-sm
0.4622,0.749459301561629,0.2297222333535572,0.11057378657378658,gpt2-sm
0.435,0.8489394629663009,0.1770635656751893,-0.015746787746787748,gpt2-sm
0.4388,0.8001388073898233,0.20322510500217236,0.04667587067587067,gpt2-sm
0.2068,0.375290407592382,0.3759397446515175,-0.017908301908301907,gpt2-sm
0.3478,0.627906796051812,0.2848277415514507,-0.009037665037665038,gpt2-sm
0.3621,0.5321999376224681,0.3201551496606657,0.05013703413703414,gpt2-sm
0.4602,0.8031289877788995,0.20111439192946967,0.05258588858588859,gpt2-sm
0.3994,0.7329600851681202,0.23722707219500339,-0.015111999111999114,gpt2-sm
0.4389,0.8507350912872662,0.17594293133112396,0.07341564141564141,gpt2-sm
0.4407,0.8123339624538376,0.197235586954739,-0.08853882453882454,gpt2-sm
0.3286,0.47730309455951553,0.3414427768429539,0.07461702261702262,gpt2-sm
0.3241,0.559079965140442,0.3095731254170624,-0.02609247809247809,gpt2-sm
0.4299,0.8324827078448421,0.18700216798104044,-0.07106285906285907,gpt2-sm
0.3572,0.6535712806723112,0.2711405359141684,0.035039027039027046,gpt2-sm
0.4196,0.7810245749205535,0.21510124282993642,0.03488877488877489,gpt2-sm
0.394,0.6360986902630235,0.2782486606455626,-0.0261951741951742,gpt2-sm
0.2923,0.399996401851518,0.3655078516325429,0.033539409539409544,gpt2-sm
0.2766,0.3938016477186761,0.3711043163209022,0.01768626568626569,gpt2-sm
0.3463,0.6962898374681759,0.2536742308551145,0.009334857334857335,gpt2-sm
0.2102,0.20007951786252554,0.43615918902198864,0.032522684522684524,gpt2-sm
0.2434,0.4215588320342762,0.3642497749200316,-0.04347330747330748,gpt2-sm
0.3807,0.5735632392384131,0.30355740062575026,-0.08476132876132877,gpt2-sm
0.4301,0.837777158469747,0.18375901772056227,-0.011711891711891713,gpt2-sm
0.4151,0.7858614850009389,0.2113231788009279,-0.051345411345411346,gpt2-sm
0.3233,0.7191395683103357,0.24429210754846198,-0.0066222066222066224,gpt2-sm
0.1902,0.3565091233603207,0.3842151098337315,0.002751842751842752,gpt2-sm
0.2864,0.6595585357353362,0.2734023577483487,0.0718098838098838,gpt2-sm
0.3116,0.5186634764209104,0.3279950289773066,-0.04092832092832093,gpt2-sm
0.2367,0.27052726163740554,0.4158847740310978,0.010802026802026804,gpt2-sm
0.3887,0.6964032693873685,0.25330759147778864,0.013236409236409237,gpt2-sm
0.2763,0.6335067054990531,0.2809482052872705,-0.041944997944997946,gpt2-sm
0.2628,0.4670696585606673,0.34409302298169087,0.060585588585588594,gpt2-sm
0.4128,0.7549863321903021,0.22661735877220057,0.04968061368061369,gpt2-sm
0.3804,0.7515273440832091,0.2281902654165157,0.052309912309912304,gpt2-sm
0.4035,0.777100725094375,0.21653774095491304,-0.004507108507108508,gpt2-sm
0.4029,0.7454692080558993,0.23194009086690023,0.057540153540153544,gpt2-sm
0.3307,0.523888660838387,0.323829311202548,-0.0014543174543174544,gpt2-sm
0.279,0.29988745567754854,0.3895545381919442,0.20912125712125715,gpt2-sm
0.4143,0.858033174650742,0.17138296345545223,-0.08096606096606097,gpt2-sm
0.3487,0.6494841696572988,0.27517358308854883,0.03360700560700561,gpt2-sm
0.3941,0.5865892251886564,0.2936757288243339,0.108984048984049,gpt2-sm
0.3289,0.4120292758066018,0.35827299946512525,0.06084822084822085,gpt2-sm
0.3257,0.5097081995094418,0.33041004673108615,-0.03212898812898814,gpt2-sm
0.2994,0.454452807326557,0.3501285279013443,0.07241785241785242,gpt2-sm
0.3153,0.5867947652895612,0.3047599053059793,-0.028678720678720678,gpt2-sm
0.3668,0.630827168671024,0.2844175147591166,-0.04128935328935329,gpt2-sm
0.453,0.7334284778301985,0.2367989306061697,0.17864817464817467,gpt2-sm
0.4111,0.7529353745591658,0.22798785717667472,-0.014901326901326901,gpt2-sm
0.3445,0.629650424783781,0.28166216827960544,0.06666835866835867,gpt2-sm
0.3557,0.5520605912410902,0.297771658918943,-0.006573150573150574,gpt2-sm
0.4408,0.8414929692398991,0.18153853871978054,0.03603402003402004,gpt2-sm
0.3663,0.6897283600445997,0.25586681349664586,0.0554938274938275,gpt2-sm
0.4135,0.8514240639227999,0.1752947699574251,0.03765956565956566,gpt2-sm
0.2296,0.34959989009701575,0.3849874725460219,0.028733596733596736,gpt2-sm
0.4503,0.7326333879133456,0.23615131137855494,-0.08583704583704585,gpt2-sm
0.3998,0.7518834869568549,0.22958218688845305,-0.08002174402174403,gpt2-sm
0.3469,0.48984774196260333,0.33709394689649597,-0.07442885042885045,gpt2-sm
0.4654,0.7935215897393493,0.20725458163664803,0.11180592380592383,gpt2-sm
0.4306,0.7787900419930498,0.21528073817529805,-0.057816213816213824,gpt2-sm
0.3368,0.49441537889961606,0.3318587595088629,0.13196155196155196,gpt2-sm
0.3551,0.7603248156103705,0.22446692151263184,-0.012250776250776252,gpt2-sm
0.4043,0.7618308517368961,0.22399611781405213,0.06513562113562113,gpt2-sm
0.3624,0.6790570431975347,0.2613763688646585,0.04742086742086742,gpt2-sm
0.1348,0.14067192602840975,0.4402787961570204,-0.04696467496467497,gpt2-sm
0.4226,0.8477057953830031,0.1776363105505308,0.010586854586854587,gpt2-sm
0.2824,0.3531755602024831,0.3820244193663551,0.004093756093756094,gpt2-sm
0.4025,0.6903367972762623,0.25619842035975515,-0.015560811560811561,gpt2-sm
0.4186,0.8503028617006706,0.17627300267109497,-0.007423747423747425,gpt2-sm
0.4247,0.7868172260972696,0.21122719434554993,-0.0037803877803877805,gpt2-sm
0.2155,0.46626836006430517,0.3453704840505145,-0.016616044616044615,gpt2-sm
0.3657,0.5888909602636465,0.2984720557179726,0.06867029667029668,gpt2-sm
0.3637,0.6174505979823288,0.2862199488814341,0.0034078714078714083,gpt2-sm
0.3013,0.4704521734448606,0.3421589336932235,0.012934860934860936,gpt2-sm
0.3815,0.6171691222960366,0.28705481022091484,-0.052745212745212745,gpt2-sm
0.4126,0.8207044796936469,0.19370711267520685,0.049878637878637874,gpt2-sm
0.401,0.8388137866685706,0.1837295089569089,-0.04800685200685201,gpt2-sm
0.3613,0.631846814969579,0.27973834190292357,0.04163636963636964,gpt2-sm
0.3173,0.4975123026053954,0.3328017336298456,0.0786033546033546,gpt2-sm
0.4216,0.6586422805749097,0.2673754733303626,-0.06457140457140458,gpt2-sm
0.4441,0.7504878901585029,0.22869043766652128,0.015483939483939486,gpt2-sm
0.3933,0.7003414534390014,0.2532523967364148,0.005271101271101271,gpt2-sm
0.4003,0.7935978107342315,0.20779464683913268,-0.03646046446046446,gpt2-sm
0.4125,0.8861914288767185,0.1532880975962078,-0.015892527892527892,gpt2-sm
0.1876,0.3419553652553099,0.38730365752116536,-0.051097767097767095,gpt2-sm
0.3876,0.8079818040113554,0.20041666675311257,-0.009386121386121387,gpt2-sm
0.262,0.4774211381886716,0.3673427284228811,0.22231671031671035,gpt2-sm
0.2549,0.4227125590138945,0.35923327738195326,-0.03065781065781066,gpt2-sm
0.4505,0.7652061950059766,0.22043526479666736,0.0687012807012807,gpt2-sm
0.3852,0.6787513026223667,0.26194296034366205,-0.06176938976938977,gpt2-sm
0.3695,0.6159743254949179,0.2861759729987217,0.0157949077949078,gpt2-sm
0.3274,0.3831612157648682,0.37128302746238656,-0.0564926364926365,gpt2-sm
0.432,0.7503909533036176,0.22871819077374597,0.1733024813024813,gpt2-sm
0.3419,0.7095848330085222,0.2501013151322113,0.04983648183648184,gpt2-sm
0.3922,0.7082505069608017,0.2486654665337662,-0.01002919002919003,gpt2-sm
0.2429,0.353226285126577,0.38457279099300395,-0.04198699798699799,gpt2-sm
0.3635,0.7503877990746732,0.22949174584521764,-0.013980877980877982,gpt2-sm
0.4258,0.6962541877359976,0.25289376105790407,-0.0915925035925036,gpt2-sm
0.4029,0.871411806116015,0.16313457432617032,0.03154803154803155,gpt2-sm
0.4368,0.8719189205742117,0.16270268834275176,0.02784997584997585,gpt2-sm
0.3059,0.5882152618887374,0.29305183253217804,0.08437215637215638,gpt2-sm
0.3056,0.5485431626420111,0.3133811234250742,-0.11187293187293187,gpt2-sm
0.2685,0.3393140600579259,0.3883715359483381,-0.04868574068574069,gpt2-sm
0.4154,0.8335340849889762,0.1861392487343116,-0.0451891411891412,gpt2-sm
0.4297,0.7164700662835383,0.24004619548564213,0.12742174342174345,gpt2-sm
0.3286,0.5724504862171345,0.3049417803069493,0.05862541062541063,gpt2-sm
0.3549,0.38723432433574223,0.3710696526559794,-0.003777927777927778,gpt2-sm
0.3537,0.5424661229118226,0.3166919473196011,-0.0574979494979495,gpt2-sm
0.3213,0.567696261417077,0.30712569174441373,0.03564859164859165,gpt2-sm
0.4503,0.8446622003340364,0.18026219666702814,-0.09376265776265777,gpt2-sm
0.4326,0.8462903543542081,0.1787019515680194,0.05593188793188793,gpt2-sm
0.4359,0.765265301795851,0.22319156795831566,0.04497339297339297,gpt2-sm
0.417,0.8494784463155701,0.1771936181174782,-0.1147957747957748,gpt2-sm
0.2546,0.14378156680995263,0.42806229736652873,0.07538573138573139,gpt2-sm
0.2078,0.31354044516875546,0.39691829563006964,0.0438032838032838,gpt2-sm
0.1874,0.24478240542393892,0.42119470132608894,-0.041176613176613176,gpt2-sm
0.2731,0.5897503151574949,0.3030438237241298,0.059683067683067685,gpt2-sm
0.4317,0.6803203213245458,0.2611793923474188,-0.2073072753072753,gpt2-sm
0.4298,0.7371595151116359,0.23528031722415163,-0.02543236943236943,gpt2-sm
0.2544,0.3911903609233995,0.3722282793218126,0.08470716070716072,gpt2-sm
0.434,0.8154287095978827,0.1970205650452766,0.040170928170928176,gpt2-sm
0.2134,0.42955530300666844,0.3583449457322015,0.058615270615270616,gpt2-sm
0.4354,0.4742227290397496,0.3429951448876552,-0.17445369045369047,gpt2-sm
0.3041,0.5343736328336531,0.3267250611228411,0.0854825654825655,gpt2-sm
0.4156,0.8555564753728172,0.17436378120613413,0.12730693930693932,gpt2-sm
0.448,0.8430821236763612,0.18045738918156382,-0.024793332793332797,gpt2-sm
0.4141,0.8160795435116897,0.19567766384860405,-0.05551199551199551,gpt2-sm
0.4061,0.7330911916968361,0.24058748930099044,0.02805716805716806,gpt2-sm
0.2481,0.32812078590028554,0.3925670117908653,0.05526795126795127,gpt2-sm
0.2311,0.3476303626898514,0.38542133197438566,-0.01991235191235191,gpt2-sm
0.3817,0.5210609063798971,0.32483787035887,-0.09527543927543927,gpt2-sm
0.2282,0.494745827125461,0.3354051586441996,0.004240720240720241,gpt2-sm
0.3862,0.6071988956656118,0.28825546285745157,0.0480890040890041,gpt2-sm
0.4194,0.830485661674129,0.18762701286274547,0.06846708846708847,gpt2-sm
0.4641,0.791995168200776,0.20599432773067186,0.13343101343101343,gpt2-sm
0.3434,0.6270600100853645,0.2803377621337907,0.032201360201360205,gpt2-sm
0.2967,0.5958606388112333,0.29834554156559745,-0.04285986685986686,gpt2-sm
0.4685,0.8709491665399676,0.1640041204550722,0.06517254517254518,gpt2-sm
0.3939,0.7646546214256532,0.22231915202022365,0.051691011691011694,gpt2-sm
0.2609,0.38253434453122853,0.37172333980911815,0.011417219417219416,gpt2-sm
0.4281,0.8187396215463323,0.1939650384242018,0.024554772554772557,gpt2-sm
0.3747,0.7329293191976397,0.22511185861610114,0.22230156630156633,gpt2-sm
0.4101,0.7149617905232081,0.24734916344989732,0.05917197517197518,gpt2-sm
0.4196,0.8640216912507569,0.16756166179743573,0.04321642321642322,gpt2-sm
0.3765,0.7201122416347467,0.24411036055533758,-0.007732771732771733,gpt2-sm
0.3708,0.6823481976376969,0.26031596811443775,0.016426324426324426,gpt2-sm
0.3265,0.44381141657073775,0.3482010245202267,0.01177910377910378,gpt2-sm
0.3982,0.7990035115096933,0.2066776667129682,0.0456937776937777,gpt2-sm
0.3744,0.7481668809464658,0.2307438916560205,-0.053624693624693624,gpt2-sm
0.2218,0.3431079322322639,0.3882559252629186,0.06055477255477255,gpt2-sm
0.2952,0.15076949961905517,0.4159495291421862,0.08674943074943076,gpt2-sm
0.4327,0.8241575291533684,0.19176321656820328,0.07072269472269473,gpt2-sm
0.4461,0.860346154580158,0.1697508946299618,0.009321801321801321,gpt2-sm
0.3715,0.1503681389083059,0.43981735684372186,-0.018316182316182317,gpt2-sm
0.2613,0.41146090792272844,0.36277114455435133,-0.032947016947016954,gpt2-sm
0.3019,0.4005231814061188,0.3674610025794601,0.05864135864135865,gpt2-sm
0.2658,0.380130426834621,0.3811437771061321,0.027888063888063887,gpt2-sm
0.3821,0.7048061135691035,0.2506981539346065,0.13436917436917437,gpt2-sm
0.4187,0.8401091053875873,0.1818987607277024,-0.02191785391785392,gpt2-sm
0.3565,0.6107540055876689,0.2906381696786109,0.03222270822270822,gpt2-sm
0.2891,0.31960378774432663,0.3927627329550458,0.0016168216168216166,gpt2-sm
0.4321,0.8264327940344018,0.19022408646291702,-0.05258693258693259,gpt2-sm
0.338,0.23190400127212618,0.38897170615907983,-0.04262262662262663,gpt2-sm
0.3619,0.7142134307900998,0.24611405512724485,0.01858144258144258,gpt2-sm
0.4287,0.7631529162707552,0.21881366745083075,0.029533781533781535,gpt2-sm
0.4415,0.7793948553557897,0.2152270954172497,-0.027053991053991054,gpt2-sm
0.307,0.5884595080376388,0.2994297150785344,0.03653982053982054,gpt2-sm
0.2021,0.2764124343614669,0.4095370997056336,0.024351564351564353,gpt2-sm
0.4549,0.7088753011505701,0.24564874788451013,-0.11516501516501516,gpt2-sm
0.3403,0.590819913352925,0.29829480389065977,-0.0032564912564912564,gpt2-sm
0.4446,0.8688281518673385,0.1646611361476429,0.03212608412608412,gpt2-sm
0.2178,0.3071968174858571,0.3922307349545443,-0.04658428658428659,gpt2-sm
0.3551,0.7269288037727445,0.24056756432260704,-0.03264459264459264,gpt2-sm
0.2446,0.3303381631254817,0.39577321805699883,-0.004724584724584724,gpt2-sm
0.376,0.7709393179296281,0.21951694815596076,-0.002220806220806221,gpt2-sm
0.2961,0.6007979584569789,0.293811788430628,-0.0537937497937498,gpt2-sm
0.4351,0.8499818904257198,0.17679640538946553,0.013084573084573085,gpt2-sm
0.3499,0.6578444219156411,0.2710469650457122,-0.05710479310479311,gpt2-sm
0.4537,0.6756132447680417,0.2630873195459912,-0.0850987210987211,gpt2-sm
0.3971,0.6833940984925789,0.2615064955174449,-0.04786226386226387,gpt2-sm
0.4171,0.8287363640429926,0.19135487613031396,0.09744958944958947,gpt2-sm
0.4322,0.8341152995135903,0.18592854629011768,-0.05176723576723577,gpt2-sm
0.3992,0.7950119797870341,0.20727183748865327,0.02024938424938425,gpt2-sm
0.3601,0.5218706989370926,0.3208887580089836,-0.003927999927999928,gpt2-sm
0.3562,0.6357496253688629,0.28022329218171993,0.03594982794982795,gpt2-sm
0.3529,0.7776163570816096,0.2162336288500141,0.01358041358041358,gpt2-sm
0.3453,0.800605378695046,0.20420160083598096,0.05426549426549426,gpt2-sm
0.3672,0.7302413168040942,0.24030417607763963,0.06145028545028546,gpt2-sm
0.1806,0.1770286828937026,0.4412296359204018,0.08382305982305983,gpt2-sm
0.3277,0.6453839759600872,0.27662320298354137,0.0012147852147852147,gpt2-sm
0.4231,0.822290425793773,0.1923230371682413,0.017948309948309947,gpt2-sm
0.4282,0.8440020718610735,0.1799289465059046,-0.009431733431733433,gpt2-sm
0.2462,0.26960049918522294,0.40889391258962554,-0.061403101403101415,gpt2-sm
0.3083,0.542954848298372,0.31691109057964284,-0.05947007947007948,gpt2-sm
0.3683,0.5379199874098792,0.3184704216245699,-0.017754437754437753,gpt2-sm
0.1468,0.26405917476519786,0.41738468825792824,-0.004654144654144655,gpt2-sm
0.4539,0.7666178633948015,0.22149020709821296,-0.02372693972693973,gpt2-sm
0.2255,0.4606188124072108,0.3473616224066703,0.05897665097665098,gpt2-sm
0.3478,0.5656559568552958,0.3052861636003714,0.07165010365010364,gpt2-sm
0.257,0.274189958168763,0.406877393856287,0.04486691686691687,gpt2-sm
0.3476,0.5849927798048916,0.2999554715767653,-0.03384149784149784,gpt2-sm
0.4183,0.7868362048818013,0.21116225013499576,0.019490971490971492,gpt2-sm
0.3773,0.8256124142233997,0.19056596050028815,0.041998025998026,gpt2-sm
0.3773,0.3228104031149381,0.32561867508305825,0.25920192720192725,gpt2-sm
0.2611,0.3490482427832028,0.3846206173578051,-0.005091485091485092,gpt2-sm
0.3789,0.7750124979482748,0.22079248375303046,0.035029991029991034,gpt2-sm
0.3386,0.6180329942499259,0.29147689204321237,-0.026063678063678066,gpt2-sm
0.405,0.7986609369721784,0.20507144749854164,0.02545754545754546,gpt2-sm
0.3189,0.5552810003739022,0.3126508277326676,0.040963600963600966,gpt2-sm
0.3044,0.4836462581954393,0.3376592120532047,0.031215691215691215,gpt2-sm
0.3748,0.7416290480231751,0.2337565292203452,-0.05008326208326208,gpt2-sm
0.306,0.33002487491023885,0.38409727024193197,-0.014533874533874535,gpt2-sm
0.3021,0.4942456719311632,0.33274075709374473,-0.028392928392928393,gpt2-sm
0.3725,0.6832809801255966,0.26024550098729027,-0.007822027822027821,gpt2-sm
0.2397,0.3278200534330165,0.3911778383285625,0.024302256302256305,gpt2-sm
0.3153,0.6002292030102232,0.2960619045998848,0.11635452835452835,gpt2-sm
0.3779,0.5658489682129385,0.3064865673480525,-0.0740853620853621,gpt2-sm
0.4252,0.8371549014532451,0.18383927006334813,-0.0525959685959686,gpt2-sm
0.3648,0.6097602778030916,0.29043718965727533,-0.0009224409224409225,gpt2-sm
0.3334,0.462581049306553,0.3386471548933461,0.0461976701976702,gpt2-sm
0.3899,0.7210042166670079,0.2432646650349704,-0.023067287067287067,gpt2-sm
0.3663,0.6179007256482384,0.28763797416130427,0.08554938154938156,gpt2-sm
0.434,0.7619586414404776,0.2230213111114324,-0.09787806187806189,gpt2-sm
0.3708,0.7330102846254668,0.23908303171753506,-0.0412013692013692,gpt2-sm
0.2827,0.5050501783907856,0.33001467297747245,-0.08412066012066013,gpt2-sm
0.3837,0.589316706007035,0.29931020393764274,-0.06004911604911606,gpt2-sm
0.3749,0.7538934572840107,0.22957295027964486,-0.05255222855222856,gpt2-sm
0.4489,0.84583622807147,0.17925540499407075,0.021202905202905204,gpt2-sm
0.4021,0.720069923817544,0.2427643533115968,0.04355842355842356,gpt2-sm
0.3766,0.7630584419646992,0.22335785039464442,0.07406487806487806,gpt2-sm
0.2996,0.49274476505226344,0.33686566604443924,0.04340255540255541,gpt2-sm
0.4527,0.7495228715442032,0.21711772184478886,0.028520440520440525,gpt2-sm
0.3878,0.7248552294285099,0.241560968775512,-0.03984213984213984,gpt2-sm
0.4047,0.5914594657435981,0.29756112601371937,-0.06327099927099929,gpt2-sm
0.4359,0.8701223536969517,0.16388072890386737,0.08107824907824908,gpt2-sm
0.4278,0.7108286998468389,0.24889159545443154,-0.05713954513954514,gpt2-sm
0.4498,0.8592441213774833,0.17097465955387786,0.00613974613974614,gpt2-sm
0.4087,0.5967930289216605,0.2940508720140072,0.07205209205209205,gpt2-sm
0.4016,0.8081954091979149,0.19958736206659689,-0.09121773121773122,gpt2-sm
0.4386,0.638186639322064,0.277083285675644,0.18882466482466484,gpt2-sm
0.4339,0.7773110282326715,0.21629321365536736,-0.011846951846951847,gpt2-sm
0.4642,0.8228566436103583,0.19224040920287025,-0.05013205413205414,gpt2-sm
0.4363,0.8329160509927416,0.1862687178109234,-0.0011036771036771038,gpt2-sm
0.3296,0.5864560548585245,0.29962008755005753,0.04881280881280882,gpt2-sm
0.4242,0.7491978809097669,0.23073885960951146,0.08201732201732202,gpt2-sm
0.368,0.3952092194890921,0.36768957450362094,0.025611133611133614,gpt2-sm
0.4155,0.835049514067335,0.1853636956302409,-0.014236622236622238,gpt2-sm
0.4397,0.839711102958224,0.18236947242250517,-0.020374172374172377,gpt2-sm
0.3456,0.5358004040843954,0.3163259498726875,0.010346242346242346,gpt2-sm
0.4319,0.7017057967984438,0.25202733926712234,-0.04803825603825604,gpt2-sm
0.4269,0.8410447015532275,0.1820245348356153,-0.008571104571104571,gpt2-sm
0.4038,0.8625595695796024,0.16836814248304097,0.0023544863544863546,gpt2-sm
0.3957,0.7446707972647268,0.231208582582849,0.13124747924747926,gpt2-sm
0.4312,0.847277173251737,0.17940648188378033,0.000712884712884713,gpt2-sm
0.3944,0.7447650381578272,0.23190200515086795,0.12099540099540101,gpt2-sm
