IoU,CORR,SAM,SPEAR,model
0.4958,0.6643919614053977,0.2648472259372476,-0.015810387810387808,gpt2-sm
0.2501,0.3969375709537422,0.36889239201138296,0.006403278403278404,gpt2-sm
0.145,0.2090179798137683,0.4262087354807075,0.06546371346371346,gpt2-sm
0.4005,0.6387852984833938,0.27841281005869006,0.04297726297726298,gpt2-sm
0.3943,0.799154774824086,0.20736997545296426,0.04111840111840112,gpt2-sm
0.4051,0.8403589723169738,0.1818768709520646,0.041343353343353345,gpt2-sm
0.3961,0.708279498965023,0.25019522808267225,0.04751972351972352,gpt2-sm
0.412,0.5359727040431544,0.3092868120704026,-0.0026062946062946064,gpt2-sm
0.3626,0.6205159725509135,0.2875057805756315,0.19290044490044492,gpt2-sm
0.3932,0.7091267405796338,0.23807161956072795,0.24137884937884937,gpt2-sm
0.39,0.6384431315098386,0.2751377092336319,0.006393846393846395,gpt2-sm
0.4149,0.8429997436810779,0.18064213620755443,-0.017031437031437033,gpt2-sm
0.3863,0.7509968327387849,0.22742415895716675,0.07294213294213295,gpt2-sm
0.4008,0.8603372499421261,0.17016868542099364,0.0024915984915984913,gpt2-sm
0.3125,0.5197071917264218,0.3234038012676206,-0.008872388872388873,gpt2-sm
0.4028,0.8557955391749186,0.1728910459156376,0.04033748833748834,gpt2-sm
0.4144,0.7843967505990197,0.2144903749551957,0.03154231954231954,gpt2-sm
0.3691,0.5869140962001389,0.29440175983843975,-0.04232235032235032,gpt2-sm
0.3293,0.484816751277399,0.33600244404909224,0.04873923673923674,gpt2-sm
0.3825,0.8260779610582761,0.19050849721680146,0.009161937161937162,gpt2-sm
0.225,0.4266243008082562,0.3583409102826308,-0.005831453831453832,gpt2-sm
0.3042,0.396743383967767,0.3711413285789623,0.037124881124881125,gpt2-sm
0.3656,0.7574077525172763,0.22567077480125192,0.07053164253164254,gpt2-sm
0.3636,0.7635896339862077,0.22278118155987983,0.017034209034209033,gpt2-sm
0.4206,0.7007000386892751,0.25251449340209864,0.039944859944859946,gpt2-sm
0.2221,0.2088233734832812,0.42630983171307396,0.004484524484524485,gpt2-sm
0.4299,0.8802683629108836,0.15724240503983777,0.11623716823716825,gpt2-sm
0.4079,0.7751516445241218,0.2177252262009582,-0.03860897060897061,gpt2-sm
0.4147,0.7919438223868493,0.2095436389175131,0.041394941394941404,gpt2-sm
0.4159,0.8040878641427331,0.20284697862649567,-0.010237318237318238,gpt2-sm
0.3207,0.5652214836694781,0.3082571245401404,0.0777902097902098,gpt2-sm
0.363,0.7356336699589625,0.2367818431190168,0.06149707349707351,gpt2-sm
0.3764,0.7786796183514494,0.21569328989099742,0.013021657021657022,gpt2-sm
0.4064,0.8290867833385018,0.19064451066167265,0.02143674943674944,gpt2-sm
0.3358,0.6645895094497478,0.2685762513045254,0.052067296067296064,gpt2-sm
0.4012,0.8075867386409631,0.19959461647840643,0.24446544446544452,gpt2-sm
0.4094,0.7546279057108713,0.2253618299681148,-0.020421596421596425,gpt2-sm
0.3607,0.6868350917183225,0.2588386809130678,-0.028373092373092376,gpt2-sm
0.4167,0.6757557498258348,0.2640924895459616,0.08406099606099605,gpt2-sm
0.4266,0.7880973461329142,0.2109581493241697,0.06582185382185382,gpt2-sm
0.3745,0.827185597391023,0.18940255139376447,0.0028465948465948468,gpt2-sm
0.4431,0.7544715817676723,0.2261510710478964,-0.0911964071964072,gpt2-sm
0.3598,0.6118954641874474,0.2870449162645778,-0.012772752772752772,gpt2-sm
0.4171,0.7169950359506184,0.2443613061533763,-0.02820578820578821,gpt2-sm
0.2561,0.4576244973908154,0.34759335532845015,-0.09934243534243534,gpt2-sm
0.3408,0.5383588615718825,0.3164465448027144,0.019628239628239633,gpt2-sm
0.2154,0.32010621987883214,0.39752152973079946,-0.09172367572367572,gpt2-sm
0.4284,0.7057125804810885,0.2514034989960347,-0.07669973269973271,gpt2-sm
0.3956,0.6928557614484149,0.25285628322199577,0.11361478161478163,gpt2-sm
0.4198,0.7863346717699693,0.21176826295153917,-0.03803085803085803,gpt2-sm
0.2628,0.4850052951752869,0.33788214951115697,-0.006244086244086244,gpt2-sm
0.2641,0.3722253050251336,0.3701992912626049,0.02556744156744157,gpt2-sm
0.4133,0.8454823220380736,0.17872464752451583,0.010589698589698592,gpt2-sm
0.4262,0.6866956775436844,0.2586625938253081,-0.1411108411108411,gpt2-sm
0.416,0.8514339483339939,0.17544773144290154,0.06643955443955445,gpt2-sm
0.4167,0.662176282714972,0.2708279501890262,-0.1011850731850732,gpt2-sm
0.354,0.608136684808849,0.289446068902644,-0.029103329103329103,gpt2-sm
0.4218,0.8762819562142243,0.15990602033355597,-0.008886692886692887,gpt2-sm
0.4252,0.7583854963550871,0.22679721414400866,0.08308053508053509,gpt2-sm
0.4615,0.5749938302508417,0.3010375225549656,-0.21465835065835065,gpt2-sm
0.4613,0.5609343876823407,0.3124683762220754,-0.08637674637674637,gpt2-sm
0.3388,0.31906921985060593,0.390885416368981,0.2113683073683074,gpt2-sm
0.4934,0.7236170925650224,0.23922009932226584,-0.13626486426486425,gpt2-sm
0.3972,0.6594335736746474,0.26003012276894993,0.03783535383535384,gpt2-sm
0.4033,0.8312155437708892,0.18728952246258998,0.010803358803358804,gpt2-sm
0.1901,0.2559437652438459,0.41305219916253605,0.006214638214638215,gpt2-sm
0.3257,0.6789954270395153,0.262588954851898,0.0653801813801814,gpt2-sm
0.4276,0.737246810009988,0.2355257083275442,-0.05082734682734684,gpt2-sm
0.3166,0.4917714212933293,0.34088495383465744,0.07704920904920905,gpt2-sm
0.4104,0.8325433736884512,0.18655836383297714,-0.009588921588921589,gpt2-sm
0.4191,0.8067051660112621,0.2017412811179289,0.023860403860403865,gpt2-sm
0.43,0.5308884407160949,0.3158699407236723,-0.05514159114159115,gpt2-sm
0.4268,0.8355474303485113,0.1849790780692584,0.07887009087009086,gpt2-sm
0.4198,0.8676023312560049,0.16533097307866024,0.05663081663081663,gpt2-sm
0.4008,0.8519667382053642,0.1751226446951314,0.025621789621789626,gpt2-sm
0.3657,0.6472187513963765,0.2772358876367125,-0.025283725283725286,gpt2-sm
0.2897,0.49655637471696124,0.3312687821101259,0.03449063849063849,gpt2-sm
0.1876,0.3020490054183864,0.40332749157769576,0.010143334143334144,gpt2-sm
0.4203,0.8553845285901546,0.17286714268799125,0.030033666033666036,gpt2-sm
0.446,0.7978631099382667,0.20507543105326628,0.017666417666417668,gpt2-sm
0.421,0.8109503657590507,0.19910409134389453,-0.06904559704559705,gpt2-sm
0.3818,0.872621722936626,0.16268911544514714,0.039650655650655654,gpt2-sm
0.4193,0.7471377235844116,0.23028917278678435,-0.17153767553767554,gpt2-sm
0.3038,0.4775139988708847,0.3420119000268235,0.087001395001395,gpt2-sm
0.3285,0.40121837291417184,0.3652619793576756,0.039703323703323704,gpt2-sm
0.2928,0.4462367840776438,0.3501973381322054,-0.040509616509616514,gpt2-sm
0.3232,0.6876050489320775,0.2599025341402141,0.03584577584577585,gpt2-sm
0.3069,0.6232388830681503,0.2855452438280829,0.014419454419454423,gpt2-sm
0.3052,0.6974424654410272,0.25785650615707595,0.0015373095373095373,gpt2-sm
0.3778,0.7696291967508809,0.220232190820138,-0.01956097956097956,gpt2-sm
0.377,0.6449547680368694,0.27621282031012934,0.06733151533151534,gpt2-sm
0.397,0.6588195410290313,0.2694644559908278,0.036318324318324324,gpt2-sm
0.3761,0.6550459557828999,0.2733849142725381,0.027174555174555175,gpt2-sm
0.4062,0.8412195585511292,0.1817405517878945,0.04001905601905602,gpt2-sm
0.4008,0.6000294546831239,0.2888285232448145,0.02325823125823126,gpt2-sm
0.2073,0.4278712617560523,0.3465093504827361,0.2924807684807685,gpt2-sm
0.2672,0.49447886220849124,0.33433277881009776,-0.07636780036780036,gpt2-sm
0.3877,0.7266604706696842,0.2417974630736629,0.0766894126894127,gpt2-sm
0.4175,0.7220419356426555,0.24192020680547757,0.025213585213585212,gpt2-sm
0.3529,0.7079585893908028,0.24919151923597513,-0.019363051363051366,gpt2-sm
0.1883,0.20204898529930598,0.4393107771594445,-0.008911760911760913,gpt2-sm
0.4257,0.7412575914227052,0.23369531747690114,-0.04997889797889798,gpt2-sm
0.2823,0.5446242893189216,0.3163170563180836,0.08331159531159531,gpt2-sm
0.4394,0.8123810076052993,0.19759523740128176,-0.12842373242373242,gpt2-sm
0.182,0.28235460842110144,0.40235656822984084,0.05852000252000253,gpt2-sm
0.2346,0.4192338042289141,0.3605247014054325,-0.07565421965421966,gpt2-sm
0.3544,0.6983460941281644,0.2532320269585481,-0.054012018012018014,gpt2-sm
0.4309,0.8386741221329853,0.18320211938128517,0.03033175833175834,gpt2-sm
0.3782,0.7244853344052075,0.24115242667141096,0.008635064635064636,gpt2-sm
0.3279,0.5589972392661096,0.3127689465481018,0.030285462285462292,gpt2-sm
0.3809,0.7092790616876689,0.24841623317696557,-0.0978901458901459,gpt2-sm
0.4065,0.8436215720723429,0.18035756100247632,-0.044857688857688864,gpt2-sm
0.3851,0.773321743971087,0.21849465163037157,0.11212093612093613,gpt2-sm
0.1589,0.26499602332168337,0.41426454985474165,-0.032565188565188564,gpt2-sm
0.369,0.7115254518878689,0.24913360331209725,0.06398115998115998,gpt2-sm
0.3039,0.6312247829142499,0.28234702635000414,-0.062412734412734414,gpt2-sm
0.4385,0.8291170087454638,0.18937077165846022,0.05354058554058554,gpt2-sm
0.4253,0.773214702291274,0.21753349500611993,0.048252264252264254,gpt2-sm
0.3256,0.5698868136038445,0.3085926849384643,-0.036057240057240064,gpt2-sm
0.4317,0.7888501180933802,0.21073329257287637,0.04438070038070038,gpt2-sm
0.2227,0.3385326365272548,0.3906169610486276,0.11730686130686131,gpt2-sm
0.3724,0.7219257079018396,0.24288778846052356,0.05284669684669686,gpt2-sm
0.2332,0.3552525045559084,0.38169466714945943,0.019814731814731815,gpt2-sm
0.3396,0.49072386995211903,0.35909819052091874,0.18862204462204465,gpt2-sm
0.3895,0.7554472956606578,0.22722617171283402,0.01797996597996598,gpt2-sm
0.3339,0.5822513602828443,0.30214660440896496,-0.009485685485685487,gpt2-sm
0.2767,0.45391383954240766,0.3425320426504108,0.01511912711912712,gpt2-sm
0.4097,0.721171136892695,0.24305640430611045,0.01371840171840172,gpt2-sm
0.3546,0.5725980692605203,0.30299365895418645,0.08001119601119601,gpt2-sm
0.2588,0.36078270597496187,0.37716079399614144,0.03354716154716155,gpt2-sm
0.2461,0.35270515459468926,0.38406704125251934,-0.06829293229293229,gpt2-sm
0.2812,0.531578713853635,0.3218164736124205,0.015906795906795907,gpt2-sm
0.4248,0.8253369627564011,0.19061262896177075,-0.027106467106467108,gpt2-sm
0.3346,0.620186078819369,0.2888312541961842,-0.06617993417993419,gpt2-sm
0.4599,0.8286447774141712,0.18947067284273678,0.11886459486459486,gpt2-sm
0.1956,0.3964012290604668,0.3696307867273043,0.014631446631446632,gpt2-sm
0.3038,0.65749809903457,0.27140607917269804,0.00777891177891178,gpt2-sm
0.3665,0.614983826274053,0.28831919520924026,0.08519221319221319,gpt2-sm
0.4373,0.8576689363279238,0.17196533875569384,0.02847078447078447,gpt2-sm
0.3242,0.6536612692682394,0.2728713589571666,0.052871164871164875,gpt2-sm
0.2372,0.4156482722504265,0.36268197415115366,-0.05853831453831455,gpt2-sm
0.2075,0.4919857923820934,0.33522384691909357,0.006392886392886394,gpt2-sm
0.4428,0.7166301731421493,0.2464250737183375,0.11481917481917482,gpt2-sm
0.4687,0.6073465772781305,0.2900864978052511,-0.11778044178044178,gpt2-sm
0.2609,0.4732573758006563,0.34576019070048103,0.1315197355197355,gpt2-sm
0.4498,0.7783233746887619,0.21567255573152969,0.0038522318522318526,gpt2-sm
0.3512,0.6602365248320029,0.26970089918774887,0.085988377988378,gpt2-sm
0.3479,0.8117999098635615,0.1996401917223495,0.03146472746472747,gpt2-sm
0.4151,0.283155972510118,0.3840809917262637,0.04473736473736474,gpt2-sm
0.4296,0.8357569168910502,0.18461375736077146,0.060662868662868664,gpt2-sm
0.4049,0.817330351634891,0.1955544674011788,0.00011626811626811629,gpt2-sm
0.3769,0.5701815147707515,0.30600034715244023,0.030543354543354544,gpt2-sm
0.4275,0.8668279493367006,0.16611237107702662,0.0923958443958444,gpt2-sm
0.4178,0.8713481379150777,0.16396114777698897,0.04480533280533281,gpt2-sm
0.4145,0.8497200325295554,0.1774958177151903,-0.07182812382812383,gpt2-sm
0.2074,0.1857744071875014,0.43218230042771516,0.0476958236958237,gpt2-sm
0.3102,0.38251374064830207,0.3737966095481223,0.0783918543918544,gpt2-sm
0.4233,0.8385892636217374,0.18281276671325414,0.037022137022137025,gpt2-sm
0.384,0.6820359685175743,0.2620251285169092,-0.023849783849783854,gpt2-sm
0.3707,0.7672568702408815,0.22271453757237714,-0.06513198513198513,gpt2-sm
0.4209,0.807095349883107,0.20045805733963848,-0.005293361293361294,gpt2-sm
0.4296,0.7957448097817603,0.20689596890952736,-0.021806589806589807,gpt2-sm
0.4343,0.7943315926171612,0.20748778182628014,0.06751151551151552,gpt2-sm
0.4017,0.7367362427268346,0.23606602578151822,0.07402265002265003,gpt2-sm
0.3033,0.5470425969451423,0.3144276117915183,0.017999945999946,gpt2-sm
0.41,0.7726650563941483,0.21863437625613996,0.08484414084414085,gpt2-sm
0.3012,0.4006717209475841,0.3673403540197388,0.03250206850206851,gpt2-sm
0.2236,0.38648022610208316,0.3774751852385956,0.15084687084687085,gpt2-sm
0.421,0.7363417097192869,0.23692593066917814,-0.09071689871689873,gpt2-sm
0.3528,0.5735509642386561,0.3064622100445081,-0.0013271533271533272,gpt2-sm
0.3129,0.45808829315398303,0.34702541708813733,0.0009945249945249946,gpt2-sm
0.2007,0.336438515371467,0.38595127267921137,0.014658602658602658,gpt2-sm
0.4166,0.8000363828246283,0.2041507493845561,0.038582942582942585,gpt2-sm
0.3486,0.7188095325451138,0.24508938954620943,-0.00825785625785626,gpt2-sm
0.3449,0.6165680938338927,0.2873753662730774,0.03477945477945478,gpt2-sm
0.4095,0.7408411425822325,0.23307734342618777,0.10851667251667253,gpt2-sm
0.4559,0.7580555112470304,0.22479621333833932,-0.01443751443751444,gpt2-sm
0.3962,0.6315017171424165,0.281471054618979,-0.07951449151449153,gpt2-sm
0.4195,0.8848659471888757,0.1545457220561267,0.04104233304233305,gpt2-sm
0.3986,0.8094602111125939,0.19895555836468704,0.10523032523032524,gpt2-sm
0.4213,0.806769280685537,0.20097983511147763,-0.016908472908472912,gpt2-sm
0.3492,0.7222176177449822,0.24439597667417573,-0.0037415197415197423,gpt2-sm
0.4365,0.8572260685541756,0.17198516231412414,0.044192744192744195,gpt2-sm
0.392,0.6928774100986613,0.2568637725727835,0.0646908646908647,gpt2-sm
0.3976,0.5007252092645472,0.33178625650437377,0.11378888978888979,gpt2-sm
0.4749,0.5609086713097805,0.31127655859235,-0.06115640515640516,gpt2-sm
0.3747,0.5504093751358791,0.3138729887257822,-0.08991550191550192,gpt2-sm
0.4272,0.7580340291051527,0.22506424882153966,0.060839868839868846,gpt2-sm
0.3504,0.624955382287735,0.286685999815781,-0.009779829779829781,gpt2-sm
0.3428,0.49899190237284885,0.33453483735113676,0.017646221646221646,gpt2-sm
0.4426,0.7615564639508153,0.21990661341283665,0.039924639924639925,gpt2-sm
0.2285,0.4535523684053633,0.3509984342068713,0.08774329574329574,gpt2-sm
0.4294,0.804314573125031,0.20213024488898304,0.08255495855495855,gpt2-sm
0.4323,0.8653574612630637,0.16714940457776553,0.007285387285387286,gpt2-sm
0.3275,0.6045697732197124,0.29219142542619303,-0.03255261255261256,gpt2-sm
0.3902,0.7692231482055741,0.2201780546702836,0.14794275994275996,gpt2-sm
0.4204,0.7356006860878831,0.23665039804015967,-0.07596349596349597,gpt2-sm
0.3664,0.766934660870073,0.22115397459071304,0.015727275727275728,gpt2-sm
0.2849,0.20536323568636067,0.42051691398895114,-0.05538706338706339,gpt2-sm
0.4487,0.8620125083324013,0.16917219675988895,0.015411639411639415,gpt2-sm
0.4575,0.8221731036141453,0.19220169576871832,-0.03148738348738349,gpt2-sm
0.4236,0.87471826696907,0.16114549100421063,0.09815479415479417,gpt2-sm
0.3505,0.7135343315856364,0.2537142565917049,-0.02512558912558913,gpt2-sm
0.4089,0.8056309317275637,0.20268987389949042,0.015159771159771162,gpt2-sm
0.2219,0.3112974708557189,0.39835393960038146,-0.011682695682695683,gpt2-sm
0.4257,0.842347358471524,0.18122821824691676,0.024473988473988472,gpt2-sm
0.3215,0.5742196417935078,0.30765458789466593,0.032439836439836445,gpt2-sm
0.2923,0.35378977639040965,0.362539180064962,0.0623943143943144,gpt2-sm
0.3225,0.5975660357980377,0.29694506778167085,0.11384659784659787,gpt2-sm
0.3456,0.5719596585656034,0.30540756809374925,0.03973878373878374,gpt2-sm
0.3987,0.7127074029939116,0.24722373358275054,-0.10743643143643145,gpt2-sm
0.3434,0.6085528087885432,0.2894366208700593,0.09073386673386673,gpt2-sm
0.4172,0.8149114877667726,0.19611334273041964,0.01820985020985021,gpt2-sm
0.4201,0.7886848020791613,0.21060792848460008,-0.03622147222147222,gpt2-sm
0.1853,0.2607369201631155,0.41459802315430816,0.052194088194088196,gpt2-sm
0.4137,0.43504611582462255,0.38173308519471927,0.0031305511305511308,gpt2-sm
0.3667,0.6839624492956344,0.2598817175732441,0.06920655320655321,gpt2-sm
0.3515,0.6254416597865741,0.2841493657619579,-0.015164079164079164,gpt2-sm
0.3712,0.8030794807016626,0.20325398131458985,-0.003194763194763195,gpt2-sm
0.3359,0.6542190119032304,0.273923893395617,0.06150361350361351,gpt2-sm
0.4319,0.8228325537450275,0.19175674849977017,0.030686130686130686,gpt2-sm
0.3891,0.7393314218806645,0.235360153262095,0.020141744141744144,gpt2-sm
0.4166,0.7197908648318726,0.24403449700528618,0.06769900369900371,gpt2-sm
0.4417,0.7687767035509118,0.22014921997549153,-0.06952107352107352,gpt2-sm
0.4916,0.8069805389245784,0.20424719457487833,0.10704093504093504,gpt2-sm
0.4244,0.7395468011081476,0.23368811714889332,-0.013164577164577165,gpt2-sm
0.36,0.00168510711685223,0.3893147088809656,-0.03824831024831025,gpt2-sm
0.1598,0.131919036348248,0.45689167344543113,-0.011161223161223161,gpt2-sm
0.418,0.8532075929000976,0.17417956377575894,0.04805968805968806,gpt2-sm
0.4278,0.8592177408044784,0.1706198481459067,0.01295712095712096,gpt2-sm
0.4761,0.7554240580502322,0.22489639147849008,-0.01162937962937963,gpt2-sm
0.3958,0.5670813659846441,0.3041783495958419,-0.02106702906702907,gpt2-sm
0.4185,0.8214157724132342,0.1925952874235846,0.026814098814098818,gpt2-sm
0.4048,0.8721874044916558,0.16257753789585322,0.03573283173283173,gpt2-sm
0.4319,0.8168674403178912,0.19627344541856973,-0.016233568233568238,gpt2-sm
0.3545,0.5478249761165324,0.31753511654782557,-0.14876303276303277,gpt2-sm
0.3169,0.5461758278935639,0.31685766422793166,0.05172139572139573,gpt2-sm
0.3803,0.6767085787761702,0.2623511789955005,0.07924488724488724,gpt2-sm
0.4543,0.7870562874127524,0.21151464955266608,-0.05920930720930721,gpt2-sm
0.2244,0.3338687059276241,0.39251906324357627,0.010091170091170092,gpt2-sm
0.4152,0.8595060991537227,0.17086744259836353,-0.03528019128019128,gpt2-sm
0.4189,0.8128967018617528,0.19752873999589565,-0.004055524055524055,gpt2-sm
0.4423,0.8178465269398872,0.19543249914925492,0.07065957465957466,gpt2-sm
0.4141,0.6660347511569142,0.2676471078827016,0.05814487014487015,gpt2-sm
0.2838,0.545034049674704,0.3184443576266431,0.032893208893208896,gpt2-sm
0.422,0.7473305122403221,0.23205709264851007,0.1134782574782575,gpt2-sm
0.3398,0.6700878922528634,0.2632311874588256,0.1241836601836602,gpt2-sm
0.3299,0.618054095463517,0.28926099225815444,0.06884711684711685,gpt2-sm
0.3922,0.6563961470222709,0.2710642328982951,-0.01586222786222786,gpt2-sm
0.3899,0.6010665848397275,0.29443842687600474,0.0806017526017526,gpt2-sm
0.3992,0.7504006869340251,0.2297572948159284,0.07992904392904394,gpt2-sm
0.3529,0.6453849350034118,0.27670664524148,0.06959559359559361,gpt2-sm
0.3987,0.8313696581170166,0.18672840842097788,0.18026685626685626,gpt2-sm
0.2537,0.3699892058482872,0.3781570974196026,0.006910830910830911,gpt2-sm
0.425,0.7885620684575603,0.21051260733250227,0.05872903072903073,gpt2-sm
0.4478,0.6850705446778808,0.25659036405786556,-0.047358419358419356,gpt2-sm
0.3771,0.6630842100579865,0.2688853229446311,-0.04518075318075318,gpt2-sm
