0.9871463767	0.172161891	0.1400114423	0.06183859482	0.102444418	0.128744659
25.15	6.87	8.29	7.05	5.37	5.63
17.36	2.23	2.98	2.36	1.35	1.45
13.66	1.23	1.78	1.21	0.61	0.65
0.5340650494	0.8993324663	0.8739325065	0.896582278	0.927830448	0.923971244
0.8526296616	0.7693958012	0.6795496706	0.6796051371	0.639987228	0.665956828
0.3881240871	0.4475242471	0.4557227019	0.450368554	0.445850984	0.43745548
0.1552504898	0.4732064721	0.5754949057	0.5267240627	0.589958287	0.516710787
271	20.9375	19.25	20.859375	16.34375	19.625
0.8459906402	0.961485555	0.9708053276	0.9807034065	0.954581889	0.951965986
0.72752	0.728061614	0.728212541	0.730395623	0.737018249	0.733150674
0.6972528097	0.7150556415	0.719752813	0.712448585	0.725049197	0.69114533
0.251020925	0.2443721022	0.242144144	0.24539481	0.239829325	0.255399434
0.03185782206	0.01861278898	0.015199294	0.017465422	0.025752112	0.021786918
0.09431734356	0.007136742086	0.02436573748	0.02694607101	0.042559687	0.037796418
38.52	8.32	12.55	9.47	9.46	9.68
31.73	2.75	6.86	4.68	4.73	4.52
28.4	1.43	5.13	3.47	3.54	3.06
0.3005223554	0.8788382916	0.7727249729	0.832988221	0.83203944	0.835986674
0.780712491	0.6433620896	0.4756161136	0.4505741934	0.412492432	0.449729688
0.3145370343	0.4145880402	0.4086935794	0.3898915728	0.394504749	0.372189255
0.2113534184	0.4872561068	0.5979781655	0.5208977213	0.579757987	0.542206586
22.203125	24.578125	22.421875	27.953125	22.421875	28.0625
0.9094072794	1.031327603	1.054800791	1.032004452	1.0725681	1.081910269
0.7360634921	0.7305771802	0.731133846	0.725863473	0.7344208	0.731140159
0.720971824	0.7864358847	0.77784352	0.771926796	0.780388891	0.757372998
0.2403538374	0.2101813306	0.213957342	0.217295693	0.213379158	0.224797122
0.0372265058	0.02713847728	0.028684138	0.024689111	0.036029731	0.030479139
0.5747408779	0.3285651665	0.1176223646	0.192846249	0.18138554	0.168396922
45.97	10.15	13.19	10.04	9.92	9.64
37.76	3.65	6.18	3.83	4.4	3.82
32.82	1.89	4.08	2.22	2.94	2.25
0.2259147313	0.8493429302	0.7812218021	0.8459390939	0.835846555	0.849528124
0.8732747563	0.8023590954	0.6288133226	0.6391621272	0.582488746	0.622459321
0.2482047408	0.3591741416	0.3463502455	0.3399599629	0.356269703	0.348275625
0.1318448169	0.3845924456	0.4203911537	0.371903234	0.428079462	0.387223386
19.359375	26.9375	22.8125	26.890625	21.140625	25.203125
0.8477898317	0.9911959687	1.005730307	1.025056723	0.975682438	0.953977926
0.7195213115	0.7273632721	0.726080968	0.726493003	0.731592294	0.728908929
0.6867782085	0.7586992712	0.753934998	0.757620853	0.757900123	0.734501785
0.2558435402	0.2235599097	0.225555668	0.2241067	0.223885802	0.235231758
0.02858743737	0.03086341321	0.02846479	0.028827109	0.031576059	0.036828426
